,TimeStamp,Average in last minute(Transactions per Second),Maximum in last hour(Transactions per Second),Average in last hour(Transactions per Second),Average in last minute(Bandwidth),Maximum in last hour(Bandwidth),Average in last hour(Bandwidth),Current idle client connections,Current idle server connections,Current total client connections,Current total server connections,CPU,RAM,Reporting/LoggingDisk
Value,2020-05-13 23:33:20,7,25,7,17345,80698,2557,11,12,1347,924,7.3%,43.3%,52.1%
Value,2020-05-13 23:35:36,9,25,7,1783,80698,2300,13,10,1312,890,4.6%,43.3%,52.1%
Value,2020-05-13 23:36:35,10,25,7,522,80698,2280,20,8,1336,904,5.2%,43.3%,52.1%
Value,2020-05-13 23:37:37,5,25,7,2109,80698,2294,22,8,1335,901,4.8%,43.3%,52.1%
Value,2020-05-13 23:38:38,8,25,7,718,80698,2290,16,7,1305,874,3.5%,43.3%,52.1%
Value,2020-05-13 23:39:39,7,25,7,1353,80698,2298,22,7,1319,890,3.1%,43.3%,52.1%
Value,2020-05-13 23:40:39,6,25,7,1747,80698,2313,18,8,1311,884,2.3%,43.3%,52.1%
Value,2020-05-13 23:41:40,5,25,7,321,80698,2309,21,10,1334,905,3.5%,43.2%,52.1%
Value,2020-05-13 23:42:41,7,25,7,1101,80698,2315,17,8,1311,877,3.9%,43.2%,52.1%
Value,2020-05-13 23:43:40,7,25,7,608,80698,2310,16,7,1306,870,3.8%,43.2%,52.1%
Value,2020-05-13 23:44:40,5,25,7,1116,80698,2320,14,24,1292,877,3.9%,43.2%,52.1%
Value,2020-05-13 23:45:43,4,25,7,1523,80698,2354,10,19,1320,904,7.9%,43.2%,52.1%
Value,2020-05-13 23:46:48,10,25,7,996,80698,2356,13,21,1311,892,6.1%,43.2%,52.1%
Value,2020-05-13 23:47:57,5,25,7,589,80698,2349,10,19,1309,895,4.6%,43.2%,52.1%
Value,2020-05-13 23:49:04,3,25,7,908,80698,2346,8,9,1253,830,7.4%,43.2%,52.1%
Value,2020-05-13 23:50:07,5,25,7,497,80698,2350,7,6,1258,831,5.5%,43.2%,52.1%
Value,2020-05-13 23:51:16,6,25,7,8261,80698,2464,11,22,1224,810,6.6%,43.2%,52.1%
Value,2020-05-13 23:52:23,4,25,7,297,80698,2459,20,28,1252,836,5.4%,43.2%,52.1%
Value,2020-05-13 23:53:29,4,25,7,136,80698,2454,17,21,1231,809,5.8%,43.2%,52.1%
Value,2020-05-13 23:54:55,4,25,7,329,80698,2453,12,20,1203,787,4.1%,43.2%,52.1%
Value,2020-05-13 23:56:12,3,25,7,121,80698,2428,15,6,1200,766,5.9%,43.2%,52.1%
Value,2020-05-13 23:57:59,4,25,6,182,80698,2408,4,5,1215,790,4.5%,43.3%,52.1%
Value,2020-05-13 23:59:27,4,25,6,294,80698,2384,6,8,1171,746,5.2%,43.3%,52.0%
