,TimeStamp,Average in last minute(Transactions per Second),Maximum in last hour(Transactions per Second),Average in last hour(Transactions per Second),Average in last minute(Bandwidth),Maximum in last hour(Bandwidth),Average in last hour(Bandwidth),Current idle client connections,Current idle server connections,Current total client connections,Current total server connections,CPU,RAM,Reporting/LoggingDisk
Value,2020-04-29 00:25:38,2,15,4,116,47595,747,49,7,565,525,6.7%,43.0%,49.0%
Value,2020-04-29 00:27:00,6,15,4,634,47595,770,59,8,584,535,7.6%,43.0%,49.0%
Value,2020-04-29 00:28:23,2,15,4,59,47595,703,57,7,595,548,4.2%,43.0%,49.0%
Value,2020-04-29 00:29:46,2,15,3,72,47595,699,44,6,596,561,7.1%,43.0%,49.0%
Value,2020-04-29 00:31:09,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,3.7%,42.9%,49.0%
Value,2020-04-29 00:32:33,2,15,3,656,47595,713,56,9,573,528,6.8%,42.9%,49.0%
Value,2020-04-29 00:33:56,2,15,3,99,47595,718,54,6,577,530,5.2%,42.9%,49.0%
Value,2020-04-29 00:35:19,2,15,3,1380,47595,755,51,7,544,502,6.0%,42.9%,49.0%
Value,2020-04-29 00:36:42,1,15,3,138,47595,734,44,6,575,537,2.7%,42.9%,49.0%
Value,2020-04-29 00:38:07,2,15,3,130,47595,735,52,5,591,543,4.4%,42.9%,49.0%
Value,2020-04-29 00:39:31,3,15,3,157,47595,735,49,5,579,535,3.5%,42.9%,49.9%
Value,2020-04-29 00:40:55,3,15,3,528,47595,749,49,5,559,514,5.9%,42.9%,49.9%
Value,2020-04-29 00:42:19,2,15,3,472,47595,749,56,6,557,505,5.2%,42.8%,49.9%
Value,2020-04-29 00:43:41,1,15,3,79,47595,754,45,6,545,508,3.4%,42.9%,49.0%
Value,2020-04-29 00:45:04,1,15,3,143,47595,746,43,5,530,491,5.3%,42.8%,49.0%
Value,2020-04-29 00:46:24,1,15,3,241,47595,744,44,3,546,502,7.9%,42.8%,49.0%
Value,2020-04-29 00:47:48,2,15,3,81,47595,738,44,4,531,491,5.8%,42.8%,49.0%
Value,2020-04-29 00:49:11,2,15,3,2702,47595,782,47,6,550,508,3.8%,42.8%,49.0%
Value,2020-04-29 00:50:33,2,15,3,5591,47595,899,49,6,540,497,6.0%,42.8%,49.0%
Value,2020-04-29 00:51:54,1,15,3,64,47595,897,48,7,547,505,11.0%,42.9%,49.0%
Value,2020-04-29 00:53:16,1,15,3,48,47595,875,54,4,537,487,7.5%,42.8%,49.0%
Value,2020-04-29 00:54:37,2,15,3,209,47595,877,45,5,552,513,5.9%,42.8%,49.0%
Value,2020-04-29 00:55:57,1,15,3,66,47595,862,48,3,535,493,7.8%,42.8%,49.0%
Value,2020-04-29 00:57:19,3,15,3,67,47595,861,48,3,532,488,4.3%,42.8%,49.0%
Value,2020-04-29 00:58:40,2,15,3,51,47595,787,44,3,536,497,5.8%,42.8%,49.0%
Value,2020-04-29 01:00:02,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.8%,42.8%,49.0%
Value,2020-04-29 01:01:32,3,15,3,205,47595,792,51,5,545,500,4.9%,42.8%,49.0%
Value,2020-04-29 01:02:55,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,4.8%,42.8%,49.0%
Value,2020-04-29 01:04:21,2,15,2,112,113230,1007,51,3,528,485,6.5%,42.8%,49.0%
Value,2020-04-29 01:05:46,1,15,2,51,113230,979,45,6,531,492,3.7%,42.8%,49.0%
Value,2020-04-29 01:07:09,2,15,2,50,113230,974,51,6,540,498,7.6%,42.8%,49.0%
Value,2020-04-29 01:08:35,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.6%,42.8%,49.0%
Value,2020-04-29 01:09:59,2,15,2,247,113230,739,51,4,568,524,8.7%,42.8%,49.0%
Value,2020-04-29 01:11:23,5,15,3,237,113230,781,53,21,576,546,7.8%,42.8%,49.0%
Value,2020-04-29 01:12:49,4,15,3,682,113230,783,53,26,581,556,3.7%,42.8%,49.0%
Value,2020-04-29 01:14:13,3,15,3,619,113230,780,46,21,524,501,5.1%,43.0%,49.0%
Value,2020-04-29 01:15:38,2,15,3,135,113230,779,41,22,545,525,5.5%,42.8%,49.0%
Value,2020-04-29 01:17:00,5,14,2,293,113230,780,46,9,576,543,10.9%,42.9%,49.0%
Value,2020-04-29 01:18:24,3,14,2,202,113230,785,43,6,565,532,5.9%,42.8%,49.0%
Value,2020-04-29 01:19:49,3,14,2,470,113230,794,43,8,543,510,5.5%,42.8%,50.0%
Value,2020-04-29 01:21:14,5,14,3,1795,113230,821,39,8,533,502,6.1%,42.8%,50.0%
Value,2020-04-29 01:22:38,6,15,3,2169,113230,851,41,18,602,578,7.6%,42.8%,50.0%
Value,2020-04-29 01:24:01,5,15,3,1368,113230,872,48,17,562,532,2.8%,42.8%,49.0%
Value,2020-04-29 01:25:23,8,16,3,2806,113230,923,45,15,556,527,7.7%,42.8%,49.0%
Value,2020-04-29 01:26:48,4,16,3,328,113230,908,44,13,538,508,5.8%,42.8%,49.0%
Value,2020-04-29 01:28:11,6,16,3,276,113230,913,39,10,534,505,7.4%,42.9%,49.0%
Value,2020-04-29 01:29:35,4,16,3,142,113230,916,35,6,514,484,7.8%,42.8%,49.0%
Value,2020-04-29 01:31:00,4,16,3,126,113230,908,36,8,517,486,4.4%,43.0%,49.0%
Value,2020-04-29 01:32:24,3,16,3,32,113230,897,38,9,525,495,4.3%,42.8%,49.0%
Value,2020-04-29 01:33:47,4,16,3,150,113230,875,40,14,518,493,6.5%,42.8%,49.0%
Value,2020-04-29 01:35:10,3,16,3,53,113230,874,35,12,509,486,5.8%,42.8%,49.0%
Value,2020-04-29 01:36:31,3,16,3,57,113230,874,37,10,521,494,3.2%,42.8%,49.0%
Value,2020-04-29 01:37:56,4,16,3,153,113230,892,35,9,500,473,7.3%,42.8%,49.0%
Value,2020-04-29 01:39:18,4,16,3,110,113230,892,37,8,507,477,6.8%,42.8%,49.0%
Value,2020-04-29 01:40:39,3,16,3,92,113230,870,37,7,506,475,4.6%,42.8%,49.0%
Value,2020-04-29 01:41:59,4,16,3,83,113230,856,39,8,504,471,4.2%,42.8%,49.0%
Value,2020-04-29 01:43:22,6,16,3,127,113230,856,39,11,531,499,6.2%,42.8%,49.0%
Value,2020-04-29 01:44:45,5,16,3,154,113230,859,41,11,499,469,7.7%,42.8%,50.0%
Value,2020-04-29 01:46:09,4,16,3,181,113230,857,37,9,491,462,5.5%,42.8%,50.0%
Value,2020-04-29 01:47:33,5,16,3,133,113230,988,33,8,473,444,7.3%,42.8%,50.0%
Value,2020-04-29 01:48:58,3,16,3,2122,113230,1037,36,6,482,451,10.8%,42.9%,49.0%
Value,2020-04-29 01:50:19,4,16,3,41,113230,910,35,5,503,471,6.2%,42.9%,49.0%
Value,2020-04-29 01:51:41,4,16,4,75,113230,911,38,4,491,455,4.9%,42.8%,49.0%
Value,2020-04-29 01:53:06,4,16,4,120,113230,913,35,9,513,484,5.6%,42.8%,49.0%
Value,2020-04-29 01:54:29,4,16,4,421,113230,920,40,12,512,481,4.7%,42.8%,49.0%
Value,2020-04-29 01:55:52,4,16,4,344,113230,932,37,11,508,478,5.9%,42.8%,49.0%
Value,2020-04-29 01:57:12,4,16,4,436,113230,934,37,8,506,472,4.9%,42.9%,49.0%
Value,2020-04-29 01:58:33,3,16,4,661,113230,943,38,8,502,469,6.8%,42.8%,49.0%
Value,2020-04-29 01:59:53,3,16,4,55,113230,940,34,6,497,463,4.1%,42.8%,49.0%
Value,2020-04-29 02:01:14,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,4.9%,42.8%,49.0%
Value,2020-04-29 02:02:36,4,16,4,946,47264,639,38,5,495,456,4.2%,42.9%,49.0%
Value,2020-04-29 02:03:57,5,16,4,653,47264,653,88,16,558,483,3.6%,42.8%,49.0%
Value,2020-04-29 02:05:16,4,16,4,448,47264,671,54,15,503,462,4.8%,42.8%,49.0%
Value,2020-04-29 02:06:39,4,16,4,678,47264,674,90,13,536,458,5.7%,42.8%,49.0%
Value,2020-04-29 02:08:00,4,16,4,100,47264,674,115,9,542,457,4.6%,42.8%,49.0%
Value,2020-04-29 02:09:22,4,16,4,493,47264,682,100,10,540,449,4.3%,42.8%,49.0%
Value,2020-04-29 02:10:41,4,16,4,381,47264,647,71,11,514,452,4.6%,42.8%,49.0%
Value,2020-04-29 02:12:04,5,16,4,212,47264,640,125,15,573,460,9.2%,42.8%,49.0%
Value,2020-04-29 02:13:29,4,16,4,122,47264,648,97,15,554,471,6.5%,42.8%,49.0%
Value,2020-04-29 02:14:49,4,16,4,368,47264,643,84,14,522,448,5.2%,42.8%,50.0%
Value,2020-04-29 02:16:10,4,16,4,653,47264,656,103,7,533,436,3.5%,42.8%,50.0%
Value,2020-04-29 02:17:30,5,16,4,650,47264,664,115,10,540,434,6.3%,42.9%,50.0%
Value,2020-04-29 02:18:52,3,16,4,45,47264,656,101,8,525,431,4.5%,42.9%,50.0%
Value,2020-04-29 02:20:13,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,3.6%,42.9%,49.0%
Value,2020-04-29 02:21:37,4,16,4,404,47264,623,100,11,535,442,9.6%,42.8%,49.0%
Value,2020-04-29 02:22:58,4,16,4,348,47264,598,104,7,540,443,6.8%,42.8%,49.0%
Value,2020-04-29 02:24:18,4,16,4,79,47264,611,102,4,532,433,5.7%,42.8%,49.0%
Value,2020-04-29 02:25:39,4,12,4,113,47264,563,105,7,532,434,7.8%,42.9%,49.0%
Value,2020-04-29 02:26:58,4,12,4,67,47264,557,99,7,521,428,4.6%,42.9%,49.0%
Value,2020-04-29 02:28:19,4,10,4,126,47264,552,102,6,521,423,4.6%,42.8%,49.0%
Value,2020-04-29 02:29:41,4,10,4,370,47264,560,100,4,538,441,6.8%,42.8%,49.0%
Value,2020-04-29 02:31:02,5,10,4,989,47264,586,102,5,540,444,2.7%,42.9%,49.0%
Value,2020-04-29 02:32:23,4,10,4,204,47264,584,98,6,537,443,4.9%,42.8%,49.0%
Value,2020-04-29 02:33:46,3,10,4,1949,47264,642,100,4,522,427,4.9%,42.8%,49.0%
Value,2020-04-29 02:35:06,3,10,4,542,47264,626,97,6,525,434,2.6%,42.8%,49.0%
Value,2020-04-29 02:36:30,4,10,4,676,47264,633,99,6,531,439,5.5%,42.8%,49.0%
Value,2020-04-29 02:37:55,4,10,4,127,47264,613,104,4,521,421,6.0%,42.8%,49.0%
Value,2020-04-29 02:39:21,3,10,4,70,47264,610,98,4,515,421,21.2%,41.7%,49.5%
Value,2020-04-29 02:40:44,4,10,4,379,47264,615,98,6,512,420,5.3%,42.8%,50.0%
Value,2020-04-29 02:42:08,4,10,4,361,47264,620,95,5,509,420,4.5%,42.8%,50.0%
Value,2020-04-29 02:43:34,3,9,4,49,47264,624,103,8,523,427,6.9%,42.8%,50.0%
Value,2020-04-29 02:44:59,4,9,4,51,47264,621,100,10,518,428,9.7%,42.8%,50.0%
Value,2020-04-29 02:46:21,4,9,4,461,11692,496,100,12,543,453,7.1%,42.8%,50.0%
Value,2020-04-29 02:47:44,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,4.3%,42.8%,50.0%
Value,2020-04-29 02:49:09,4,9,4,441,10913,423,94,10,517,434,7.5%,42.8%,50.0%
Value,2020-04-29 02:50:31,4,9,4,137,10913,424,101,11,535,445,10.2%,42.8%,50.0%
Value,2020-04-29 02:51:56,4,9,4,991,10913,455,99,6,529,437,5.3%,42.8%,50.0%
Value,2020-04-29 02:53:20,4,9,4,76,10913,434,101,5,517,420,3.0%,42.8%,50.0%
Value,2020-04-29 02:54:43,2,9,4,53,10913,420,92,4,526,439,7.3%,42.8%,50.0%
Value,2020-04-29 02:56:06,4,9,4,55,10913,419,97,8,528,439,8.1%,42.8%,50.0%
Value,2020-04-29 02:57:29,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,4.6%,42.8%,50.0%
Value,2020-04-29 02:58:56,4,9,4,38,10913,404,93,3,536,442,7.6%,42.9%,50.0%
Value,2020-04-29 03:00:24,6,9,4,86,10913,405,79,4,496,421,8.2%,42.8%,50.0%
Value,2020-04-29 03:01:48,4,9,4,352,10913,391,76,4,486,414,5.7%,42.9%,50.0%
Value,2020-04-29 03:03:14,3,9,4,375,10913,385,67,5,474,411,9.3%,42.8%,50.0%
Value,2020-04-29 03:04:41,3,9,4,42,10913,359,69,3,486,420,4.5%,42.8%,49.1%
Value,2020-04-29 03:06:09,3,9,4,63,10913,354,63,4,468,411,4.2%,42.9%,49.1%
Value,2020-04-29 03:07:40,4,9,4,149,10913,346,69,5,495,431,3.8%,42.8%,49.1%
Value,2020-04-29 03:09:06,6,9,4,88,10913,334,65,6,519,456,5.3%,42.8%,49.1%
Value,2020-04-29 03:10:30,4,9,4,163,10913,330,67,7,514,451,6.5%,42.8%,50.0%
Value,2020-04-29 03:11:55,4,9,4,105,10913,321,67,4,509,446,4.8%,42.9%,50.0%
Value,2020-04-29 03:13:19,4,9,4,383,10913,330,71,5,502,433,6.0%,42.8%,50.0%
Value,2020-04-29 03:14:44,3,9,4,426,10913,334,67,6,482,422,5.9%,42.8%,49.1%
Value,2020-04-29 03:16:08,3,9,4,96,10913,315,63,6,467,413,8.1%,42.8%,49.1%
Value,2020-04-29 03:17:31,3,9,4,52,10913,307,58,8,463,412,6.3%,42.9%,49.1%
Value,2020-04-29 03:18:57,3,9,4,74,10913,301,63,8,480,424,5.7%,42.9%,49.1%
Value,2020-04-29 03:20:20,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.6%,42.8%,49.1%
Value,2020-04-29 03:21:46,4,9,4,94,10913,289,61,5,474,419,4.3%,42.8%,49.1%
Value,2020-04-29 03:23:11,3,9,4,74,10913,251,69,5,484,421,9.3%,42.8%,49.1%
Value,2020-04-29 03:24:33,3,9,4,93,10913,252,61,4,471,414,6.4%,42.8%,49.1%
Value,2020-04-29 03:25:57,4,9,4,411,10913,262,70,5,477,414,4.1%,42.8%,49.1%
Value,2020-04-29 03:27:20,2,9,4,88,10913,257,67,5,467,407,6.9%,42.8%,49.1%
Value,2020-04-29 03:28:46,2,8,4,348,10913,262,70,7,485,424,5.7%,42.8%,49.1%
Value,2020-04-29 03:30:09,2,8,4,66,10913,243,62,6,478,423,10.8%,42.8%,49.1%
Value,2020-04-29 03:31:36,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,4.3%,42.8%,49.1%
Value,2020-04-29 03:32:58,2,8,4,149,3831,203,69,8,484,427,5.3%,42.8%,49.1%
Value,2020-04-29 03:34:22,3,8,3,79,3831,194,68,8,471,413,10.5%,42.8%,49.1%
Value,2020-04-29 03:35:47,2,8,3,91,3658,180,68,5,465,406,3.5%,42.8%,49.1%
Value,2020-04-29 03:37:13,3,8,3,347,3658,188,61,3,454,399,10.0%,42.8%,49.1%
Value,2020-04-29 03:38:40,3.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.8%,42.8%,49.1%
Value,2020-04-29 03:40:04,3,8,3,7925,47205,405,67,4,464,405,6.2%,42.8%,49.1%
Value,2020-04-29 03:41:27,2,8,3,4285,47205,471,64,5,464,407,6.1%,42.8%,49.1%
Value,2020-04-29 03:42:53,2,8,3,55,47205,477,65,7,455,400,4.2%,42.9%,49.1%
Value,2020-04-29 03:44:19,3,8,3,52,47205,477,63,10,456,404,6.0%,42.8%,49.1%
Value,2020-04-29 03:45:47,2,7,3,142,47205,474,70,11,458,401,5.2%,42.8%,50.0%
Value,2020-04-29 03:47:12,2,7,3,116,47205,474,64,11,455,400,4.6%,42.8%,50.0%
Value,2020-04-29 03:48:35,2,7,3,67,47205,467,64,10,448,393,7.7%,42.8%,50.0%
Value,2020-04-29 03:50:00,1,7,3,129,47205,461,61,5,451,396,4.2%,42.9%,50.0%
Value,2020-04-29 03:51:23,2,7,3,409,47205,451,59,2,440,385,3.5%,42.9%,50.0%
Value,2020-04-29 03:52:46,2,7,3,61,47205,451,63,2,442,386,7.6%,42.8%,50.0%
Value,2020-04-29 03:54:09,1,7,3,32,47205,451,58,2,443,389,5.8%,42.8%,50.0%
Value,2020-04-29 03:55:34,2,7,3,71,47205,451,62,2,458,398,3.4%,42.8%,50.0%
Value,2020-04-29 03:56:57,1,7,3,112,47205,451,57,3,439,385,5.8%,42.8%,50.0%
Value,2020-04-29 03:58:19,4,7,3,6246,47205,599,62,6,439,382,7.0%,43.0%,50.0%
Value,2020-04-29 03:59:46,1,7,3,62,47205,600,61,6,432,376,3.4%,42.8%,50.0%
Value,2020-04-29 04:01:12,1,7,3,123,47205,596,58,4,421,366,3.6%,42.8%,50.0%
Value,2020-04-29 04:02:37,1,7,3,62,47205,596,63,6,427,369,7.8%,42.8%,50.0%
Value,2020-04-29 04:04:04,2,7,3,58,47205,590,56,5,436,384,3.9%,42.8%,50.0%
Value,2020-04-29 04:05:33,1,7,3,649,47205,599,56,6,425,374,5.3%,42.8%,49.1%
Value,2020-04-29 04:06:57,1,7,2,131,47205,598,56,4,442,386,10.3%,42.8%,49.1%
Value,2020-04-29 04:08:27,1,7,2,54,47205,598,58,6,426,373,4.8%,42.8%,49.1%
Value,2020-04-29 04:09:56,2,7,2,51,47205,598,60,6,452,397,10.8%,42.8%,49.5%
Value,2020-04-29 04:11:20,4,13,2,1408,47205,619,61,8,473,419,6.8%,42.8%,50.0%
Value,2020-04-29 04:12:45,2,13,2,164,47205,605,70,5,466,403,3.8%,42.8%,50.0%
Value,2020-04-29 04:14:10,2,13,2,431,47205,616,62,8,434,380,7.0%,42.8%,50.0%
Value,2020-04-29 04:15:33,1,13,2,40,47205,614,62,9,436,382,7.0%,42.8%,50.0%
Value,2020-04-29 04:16:57,1,13,2,61,47205,613,59,8,422,370,3.0%,42.9%,50.0%
Value,2020-04-29 04:18:20,1,13,2,146,47205,615,61,10,431,379,8.2%,42.8%,50.0%
Value,2020-04-29 04:19:43,1,13,2,122,47205,619,64,7,432,375,6.1%,42.8%,50.0%
Value,2020-04-29 04:21:05,2,13,2,114,47205,619,64,6,420,363,6.2%,42.8%,50.0%
Value,2020-04-29 04:22:25,1,13,2,54,47205,618,60,4,441,385,4.0%,42.8%,50.0%
Value,2020-04-29 04:23:47,2,13,2,110,47205,619,63,11,446,392,4.6%,42.8%,50.0%
Value,2020-04-29 04:25:08,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.8%,42.8%,49.1%
Value,2020-04-29 04:26:31,2,13,2,122,47205,614,62,11,435,381,2.7%,42.8%,49.1%
Value,2020-04-29 04:27:52,1,13,2,94,47205,614,66,7,435,374,5.2%,42.8%,49.1%
Value,2020-04-29 04:29:16,1,13,2,142,47205,614,65,5,434,371,5.8%,42.9%,49.1%
Value,2020-04-29 04:30:36,1,13,2,149,47205,615,65,6,439,380,5.6%,42.8%,49.1%
Value,2020-04-29 04:31:57,2,13,2,71,47205,613,66,5,443,380,4.2%,42.8%,49.1%
Value,2020-04-29 04:33:19,1,13,2,66,47205,613,59,3,416,358,4.9%,42.8%,49.1%
Value,2020-04-29 04:34:41,2,13,2,92,47205,613,60,5,416,359,4.7%,42.8%,49.1%
Value,2020-04-29 04:36:04,1,13,2,762,47205,623,63,6,414,358,3.1%,42.8%,49.1%
Value,2020-04-29 04:37:27,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.9%,42.8%,49.1%
Value,2020-04-29 04:38:47,0.0%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,8.1%,42.8%,49.1%
Value,2020-04-29 04:40:11,2,13,2,99,11839,404,59,6,477,422,15.2%,42.8%,49.7%
Value,2020-04-29 04:41:33,1,13,2,85,8781,318,57,7,481,429,3.9%,42.8%,50.0%
Value,2020-04-29 04:42:54,2,13,2,1086,8781,351,61,6,482,426,4.3%,42.8%,50.0%
Value,2020-04-29 04:44:18,2,13,2,704,8781,351,56,11,462,414,7.4%,42.8%,50.0%
Value,2020-04-29 04:45:40,2,13,2,2932,16935,441,36,8,419,389,5.4%,42.8%,49.1%
Value,2020-04-29 04:47:03,5,13,2,390,16935,398,20,9,406,393,4.9%,42.8%,49.1%
Value,2020-04-29 04:48:29,6,13,2,1778,16935,464,7,5,362,361,6.6%,42.8%,49.1%
Value,2020-04-29 04:49:54,10,13,2,5827,16935,653,25,4,376,355,6.3%,42.8%,49.1%
Value,2020-04-29 04:51:16,6,13,2,2842,16935,694,3,4,362,361,4.3%,42.8%,49.1%
Value,2020-04-29 04:52:37,5,13,2,175,16935,649,5,4,363,361,3.8%,42.8%,49.1%
Value,2020-04-29 04:54:00,6,13,2,187,16935,654,1,5,367,366,7.1%,42.8%,49.1%
Value,2020-04-29 04:55:22,5,13,2,122,16935,653,2,6,364,364,5.3%,42.8%,49.1%
Value,2020-04-29 04:56:44,7,13,2,2919,16935,699,3,5,368,368,5.3%,42.8%,49.1%
Value,2020-04-29 04:58:07,6,13,2,56,16935,552,3,4,338,337,5.1%,42.8%,49.1%
Value,2020-04-29 04:59:29,5,13,2,20,16935,551,2,3,355,354,5.7%,42.8%,49.1%
Value,2020-04-29 05:00:53,5,13,3,2832,16935,642,2,3,365,363,5.2%,42.8%,49.1%
Value,2020-04-29 05:02:20,6,13,3,119,16935,603,2,2,362,359,3.7%,42.8%,49.1%
Value,2020-04-29 05:03:45,7,13,3,190,16935,607,6,16,409,416,4.3%,42.8%,49.1%
Value,2020-04-29 05:05:17,5,13,3,63,16935,642,10,10,375,373,11.9%,42.8%,49.5%
Value,2020-04-29 05:06:41,7,13,3,277,16935,647,3,12,419,425,7.7%,42.8%,50.0%
Value,2020-04-29 05:08:06,9,13,3,3314,17040,703,4,7,461,463,7.6%,42.8%,50.0%
Value,2020-04-29 05:09:33,9,13,3,290,17040,701,6,5,444,439,5.5%,42.8%,50.0%
Value,2020-04-29 05:10:55,3.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.7%,42.9%,50.0%
Value,2020-04-29 05:12:20,7,13,3,86,17040,763,5,10,405,408,3.9%,42.8%,50.0%
Value,2020-04-29 05:13:46,6,13,3,117,17040,747,5,8,414,416,6.0%,42.8%,50.0%
Value,2020-04-29 05:15:11,7,13,4,3716,17040,868,7,5,418,414,6.4%,42.8%,49.1%
Value,2020-04-29 05:16:38,7,13,4,292,17040,812,8,6,433,430,6.6%,42.8%,49.1%
Value,2020-04-29 05:18:03,9,13,4,384,17040,816,5,6,416,415,2.9%,42.9%,49.1%
Value,2020-04-29 05:19:29,9,13,4,2992,17040,928,4,7,397,399,5.2%,42.8%,49.1%
Value,2020-04-29 05:20:54,7,13,4,666,17040,895,11,6,410,406,6.0%,42.8%,49.1%
Value,2020-04-29 05:22:21,7,13,4,2981,17040,941,7,5,414,413,4.8%,42.8%,49.1%
Value,2020-04-29 05:23:46,7,13,4,979,17040,956,9,4,408,403,6.5%,42.8%,49.1%
Value,2020-04-29 05:25:13,6,13,4,67,17040,954,11,4,413,408,3.5%,42.8%,49.1%
Value,2020-04-29 05:26:41,7,13,5,310,17040,953,9,4,401,396,3.9%,42.8%,49.1%
Value,2020-04-29 05:28:08,6,13,5,142,17040,953,11,4,396,390,4.5%,42.8%,49.1%
Value,2020-04-29 05:29:35,6,13,5,875,17040,965,12,4,389,382,7.0%,42.8%,49.1%
Value,2020-04-29 05:31:02,5,13,5,119,17040,966,7,4,415,411,4.1%,42.8%,49.1%
Value,2020-04-29 05:32:26,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.4%,42.8%,49.1%
Value,2020-04-29 05:33:48,6,13,5,464,17040,981,13,9,463,463,7.9%,42.8%,49.1%
Value,2020-04-29 05:35:14,6,13,5,154,17040,972,11,7,445,444,3.6%,42.8%,49.1%
Value,2020-04-29 05:36:37,6,13,5,195,17040,970,6,6,410,410,5.4%,42.9%,50.0%
Value,2020-04-29 05:38:04,8,13,5,1954,17040,1033,9,6,441,438,6.6%,42.8%,50.0%
Value,2020-04-29 05:39:28,8,13,5,128,17040,1001,7,6,427,426,8.4%,42.8%,50.0%
Value,2020-04-29 05:40:50,6,13,6,257,17040,1004,11,6,510,504,5.3%,42.8%,49.1%
Value,2020-04-29 05:42:12,10,20,6,486,17040,1004,23,12,619,620,4.8%,42.9%,49.1%
Value,2020-04-29 05:43:34,10,20,6,478,17040,1000,14,8,500,498,5.3%,42.8%,49.1%
Value,2020-04-29 05:44:58,8,20,6,363,17040,954,19,7,505,501,7.3%,42.8%,49.1%
Value,2020-04-29 05:46:20,6,20,6,174,17040,956,9,4,443,442,5.5%,42.8%,49.1%
Value,2020-04-29 05:47:44,8,20,6,142,17040,877,23,4,517,513,3.8%,42.8%,49.1%
Value,2020-04-29 05:49:08,6,20,6,86,17040,796,10,4,482,482,7.9%,42.8%,49.1%
