,TimeStamp,Average in last minute(Transactions per Second),Maximum in last hour(Transactions per Second),Average in last hour(Transactions per Second),Average in last minute(Bandwidth),Maximum in last hour(Bandwidth),Average in last hour(Bandwidth),Current idle client connections,Current idle server connections,Current total client connections,Current total server connections,CPU,RAM,Reporting/LoggingDisk
Value,2020-05-01 00:00:47,8,25,5,1918,14453,1012,22,7,610,599,7.9%,42.9%,50.3%
Value,2020-05-01 00:02:17,6,25,5,849,14453,1014,21,8,553,546,6.3%,42.9%,50.3%
Value,2020-05-01 00:03:42,11,25,5,1533,14453,1034,15,12,521,524,5.0%,42.9%,50.3%
Value,2020-05-01 00:05:09,2,25,4,691,14453,1042,22,17,534,533,4.2%,42.9%,49.4%
Value,2020-05-01 00:06:34,5,25,4,1173,14453,1057,11,14,503,506,5.6%,42.9%,49.4%
Value,2020-05-01 00:08:01,3,25,4,462,14453,1059,14,14,524,526,6.6%,42.9%,49.4%
Value,2020-05-01 00:09:26,2,25,4,966,14453,1065,15,17,516,518,4.3%,42.9%,49.4%
Value,2020-05-01 00:10:54,7,25,4,5758,14453,1254,37,12,518,495,4.5%,42.9%,49.4%
Value,2020-05-01 00:12:18,3,25,4,1023,14453,1212,19,8,462,452,4.6%,42.9%,49.4%
Value,2020-05-01 00:13:47,2,25,4,255,14453,1153,22,8,473,460,3.6%,42.9%,49.4%
Value,2020-05-01 00:15:14,2,21,3,8187,47632,1177,18,10,471,463,4.6%,42.9%,49.4%
Value,2020-05-01 00:16:42,6,21,3,5020,47632,1230,12,7,523,519,7.7%,42.9%,49.4%
Value,2020-05-01 00:18:23,8,21,4,728,47632,1196,22,12,508,502,3.7%,42.9%,49.4%
Value,2020-05-01 00:19:50,10,21,4,412,47632,1175,36,16,564,550,6.1%,42.9%,49.4%
Value,2020-05-01 00:21:15,9,21,4,422,47632,1142,29,15,535,522,6.1%,42.9%,49.4%
Value,2020-05-01 01:03:30,5,18,7,1078,113892,1307,11,6,420,422,6.8%,42.9%,50.3%
Value,2020-05-01 01:04:57,6,18,7,320,113892,1279,5,5,412,413,7.6%,42.9%,50.3%
Value,2020-05-01 01:06:28,7,18,7,228,113892,1260,9,9,417,415,10.9%,42.9%,50.3%
Value,2020-05-01 01:08:00,9,23,7,437,113892,1250,7,5,402,400,8.2%,42.9%,50.3%
Value,2020-05-01 01:09:32,7,23,7,67,113892,1239,5,3,393,394,12.6%,42.9%,50.3%
Value,2020-05-01 01:11:18,8,23,7,409,113892,1101,14,6,436,431,5.8%,42.9%,50.3%
Value,2020-05-01 01:12:50,7,23,7,89,113892,1096,8,7,420,421,7.0%,42.9%,50.3%
Value,2020-05-01 01:14:17,6,23,7,320,113892,1098,8,8,438,439,5.6%,43.0%,50.3%
Value,2020-05-01 01:15:46,6,23,7,319,113892,911,10,6,442,439,6.5%,42.9%,50.3%
Value,2020-05-01 01:17:09,3,23,7,543,113892,863,10,10,453,454,9.4%,42.9%,50.3%
Value,2020-05-01 01:18:40,2,23,7,513,113892,864,7,5,409,410,9.8%,42.9%,50.3%
Value,2020-05-01 01:20:06,1,23,7,419,113892,851,11,11,421,420,9.2%,42.9%,50.0%
Value,2020-05-01 01:21:33,1,23,7,129,113892,851,5,10,400,406,4.6%,42.9%,50.3%
Value,2020-05-01 01:23:00,1,23,7,891,113892,852,14,10,397,394,6.6%,42.9%,50.3%
Value,2020-05-01 01:24:29,3,23,6,114,113892,852,13,5,426,418,3.9%,42.9%,50.3%
Value,2020-05-01 01:26:03,2,23,6,221,113892,845,24,6,425,411,5.5%,42.9%,50.3%
Value,2020-05-01 01:27:41,5,23,6,968,113892,881,10,6,409,405,7.1%,42.9%,50.3%
Value,2020-05-01 01:29:09,5,23,6,493,113892,880,22,6,433,424,2.3%,42.9%,50.3%
Value,2020-05-01 01:30:36,8,23,6,410,113892,881,22,8,471,463,3.7%,42.9%,49.4%
Value,2020-05-01 01:32:19,5,23,6,434,113892,870,15,9,453,448,4.3%,42.9%,49.4%
Value,2020-05-01 01:33:51,7,23,6,759,113892,860,9,5,465,463,5.2%,42.9%,49.4%
