,TimeStamp,Average in last minute(Transactions per Second),Maximum in last hour(Transactions per Second),Average in last hour(Transactions per Second),Average in last minute(Bandwidth),Maximum in last hour(Bandwidth),Average in last hour(Bandwidth),Current idle client connections,Current idle server connections,Current total client connections,Current total server connections,CPU,RAM,Reporting/LoggingDisk
Value,2020-05-06 00:57:07,10,24,10,2242,126605,1080,70,9,13693,398,6.3%,40.4%,44.0%
Value,2020-05-06 00:58:39,17,38,10,154,126605,1070,72,6,13751,429,6.0%,40.4%,44.0%
Value,2020-05-06 01:00:10,7,38,10,67,126605,1017,67,5,13751,408,7.1%,40.4%,44.0%
Value,2020-05-06 01:01:45,8,38,10,109,126605,959,75,8,13768,410,5.9%,40.4%,44.0%
Value,2020-05-06 01:03:19,3,38,9,141,126605,1043,66,9,13758,394,9.0%,40.4%,44.9%
Value,2020-05-06 01:04:53,3,38,9,156,126605,1045,69,9,13758,384,4.9%,40.4%,44.9%
Value,2020-05-06 01:06:25,3,38,9,148,126605,1045,71,7,13766,385,3.3%,40.4%,44.9%
Value,2020-05-06 01:07:58,2,38,9,80,126605,1040,64,7,13776,387,3.1%,40.4%,44.9%
Value,2020-05-06 01:09:33,0.0%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.1%,40.4%,44.9%
Value,2020-05-06 01:11:06,5,38,8,183,30549,687,62,16,13810,405,4.4%,40.4%,44.9%
Value,2020-05-06 01:12:39,4,38,8,6382,30549,792,66,21,13814,398,5.2%,40.4%,44.9%
Value,2020-05-06 01:14:15,2,38,8,9664,57609,938,58,25,13812,392,6.8%,40.4%,44.9%
Value,2020-05-06 01:15:49,2,38,7,81,57609,864,61,10,13842,397,5.1%,40.4%,44.9%
Value,2020-05-06 01:17:21,5,38,7,84,57609,841,66,11,13851,380,4.3%,40.4%,44.0%
Value,2020-05-06 01:18:56,2,38,7,401,57609,840,67,11,13877,385,5.9%,40.4%,44.0%
Value,2020-05-06 01:20:30,2,38,7,94,57609,830,66,11,13879,376,5.2%,40.4%,44.0%
Value,2020-05-06 01:22:01,2,38,7,112,57609,809,68,7,13867,358,8.7%,40.4%,44.0%
Value,2020-05-06 01:23:35,2,38,6,51,57609,812,65,6,13905,389,9.0%,40.4%,44.0%
Value,2020-05-06 01:25:09,4,38,6,1775,57609,859,63,12,13891,368,5.2%,40.4%,44.0%
Value,2020-05-06 01:26:40,3,38,6,1813,57609,901,60,12,13930,389,8.0%,40.4%,44.0%
Value,2020-05-06 01:28:14,2,38,6,98,57609,851,58,11,13958,404,4.5%,40.4%,44.0%
Value,2020-05-06 01:29:49,3,38,6,1770,57609,842,57,10,13932,371,6.8%,40.4%,44.0%
Value,2020-05-06 01:31:21,2,38,6,1119,57609,922,69,4,13970,376,4.6%,40.4%,44.0%
Value,2020-05-06 01:32:54,3,38,6,1558,57609,956,69,7,13973,372,4.1%,40.5%,44.0%
Value,2020-05-06 01:34:26,7,38,6,3108,57609,1061,66,11,13968,359,5.5%,40.4%,44.0%
Value,2020-05-06 01:35:53,2,38,5,962,57609,1075,64,12,13994,373,2.9%,40.4%,44.0%
Value,2020-05-06 01:37:24,2,38,5,193,57609,1061,67,14,14007,379,4.8%,40.4%,44.0%
Value,2020-05-06 01:38:56,2,38,5,209,57609,1043,62,11,14004,365,5.5%,40.4%,44.0%
Value,2020-05-06 01:40:32,2,38,5,868,57609,977,60,5,13997,338,4.4%,40.4%,44.0%
Value,2020-05-06 01:42:06,5,38,5,133,57609,970,70,19,14025,353,4.9%,40.4%,44.0%
Value,2020-05-06 01:43:45,2,38,4,269,57609,938,66,15,14012,334,14.8%,40.4%,44.7%
Value,2020-05-06 01:45:21,2,38,4,69,57609,934,64,13,14041,358,6.2%,40.4%,44.9%
Value,2020-05-06 01:46:54,2,38,4,307,57609,929,64,6,14063,349,12.6%,40.4%,44.9%
Value,2020-05-06 01:48:27,3,38,4,42,57609,923,58,4,14067,336,7.8%,40.4%,44.9%
Value,2020-05-06 01:49:58,1,38,4,64,57609,917,60,7,14094,347,4.9%,40.4%,44.9%
Value,2020-05-06 01:51:27,2,38,4,61,57609,909,60,7,14093,330,4.8%,40.4%,44.9%
Value,2020-05-06 01:52:56,2,38,4,291,57609,914,62,4,14124,338,5.4%,40.4%,44.0%
Value,2020-05-06 01:54:27,2,38,3,148,57609,909,61,6,14112,324,4.5%,40.4%,44.0%
Value,2020-05-06 01:55:58,3,38,3,285,57609,857,71,9,14137,331,4.5%,40.5%,44.0%
Value,2020-05-06 01:57:29,2,38,3,77,57609,826,71,9,14132,326,4.8%,40.4%,44.0%
Value,2020-05-06 01:58:58,3,9,3,88,57609,825,66,9,14150,326,4.9%,40.4%,44.0%
Value,2020-05-06 02:00:29,4,9,3,85,57609,825,69,15,14188,362,5.2%,40.4%,44.0%
Value,2020-05-06 02:01:58,4,10,3,90,57609,799,70,11,14194,354,4.7%,40.4%,44.0%
Value,2020-05-06 02:03:30,7,10,3,792,57609,811,63,4,14188,327,4.7%,40.3%,44.0%
Value,2020-05-06 02:05:02,7,10,3,120,57609,812,63,4,14218,329,4.2%,40.3%,44.0%
Value,2020-05-06 02:06:30,12,16,3,1342,57609,831,57,5,14240,337,4.2%,40.3%,44.0%
Value,2020-05-06 02:08:00,10,27,3,561,57609,848,56,4,14226,307,3.4%,40.3%,44.0%
Value,2020-05-06 02:09:33,9,27,3,187,57609,850,56,2,14239,294,3.8%,40.3%,44.0%
Value,2020-05-06 02:11:04,7,27,4,649,57609,857,51,6,14255,284,4.3%,40.3%,44.0%
Value,2020-05-06 02:12:41,7,27,4,53,57609,740,52,7,14296,305,4.3%,40.3%,44.0%
Value,2020-05-06 02:14:17,7,27,4,285,21675,588,51,9,14308,306,9.3%,40.3%,44.9%
Value,2020-05-06 02:15:52,7,27,4,93,21675,581,57,9,14352,324,7.6%,40.3%,44.9%
Value,2020-05-06 02:17:25,8,27,4,76,21675,592,65,7,14373,317,7.3%,40.3%,44.9%
Value,2020-05-06 02:18:58,10,27,4,223,21675,588,61,7,14367,300,12.5%,40.3%,44.9%
Value,2020-05-06 02:20:32,7,27,4,160,21675,587,63,6,14408,329,7.2%,40.3%,44.9%
Value,2020-05-06 02:22:07,6,27,4,89,21675,581,58,5,14389,300,5.6%,40.3%,44.9%
Value,2020-05-06 02:23:39,6,27,4,349,21675,585,61,6,14431,327,6.1%,40.3%,44.0%
Value,2020-05-06 02:25:07,8,27,5,820,21675,552,65,9,14476,358,4.3%,40.3%,44.0%
Value,2020-05-06 02:26:39,8,27,5,153,21675,538,62,8,14441,324,6.0%,40.3%,44.0%
Value,2020-05-06 02:28:12,8,27,5,191,21675,543,54,10,14446,329,7.4%,40.3%,44.0%
Value,2020-05-06 02:29:44,7,27,5,241,21675,479,59,7,14492,342,8.8%,40.3%,44.0%
Value,2020-05-06 02:31:19,9,27,5,1025,150332,894,63,7,14484,328,5.4%,40.3%,44.0%
Value,2020-05-06 02:32:52,6,27,5,294,150332,807,61,8,14477,306,6.1%,40.3%,44.0%
Value,2020-05-06 02:34:25,6,27,5,82,150332,761,61,8,14496,305,4.9%,40.3%,44.0%
Value,2020-05-06 02:35:59,7,27,5,141,150332,737,58,5,14502,293,4.4%,40.3%,44.0%
Value,2020-05-06 02:37:30,7,27,5,111,150332,735,63,4,14533,316,4.7%,40.3%,44.0%
Value,2020-05-06 02:39:00,8,27,5,14101,150332,1188,64,3,14522,279,2.9%,40.3%,44.0%
Value,2020-05-06 02:40:28,7,27,6,882,150332,970,60,4,14527,271,3.8%,40.3%,44.0%
Value,2020-05-06 02:41:58,7,27,6,1843,150332,1003,60,4,14552,281,3.9%,40.4%,44.0%
Value,2020-05-06 02:43:31,9,27,6,418,150332,1013,60,5,14585,312,6.0%,40.3%,44.0%
Value,2020-05-06 02:45:04,7,27,6,1711,150332,1041,62,6,14568,282,5.0%,40.3%,44.0%
Value,2020-05-06 02:46:31,7,27,6,63,150332,1048,61,5,14563,270,4.4%,40.3%,44.0%
Value,2020-05-06 02:48:01,8,27,6,329,150332,1056,64,4,14576,267,4.6%,40.3%,44.0%
Value,2020-05-06 02:49:30,6,27,6,345,150332,1054,59,6,14581,264,5.4%,40.4%,44.0%
Value,2020-05-06 02:51:00,6,27,6,139,150332,1055,58,6,14592,268,6.0%,40.3%,44.0%
Value,2020-05-06 02:52:28,6,27,6,663,150332,1061,58,4,14589,249,6.9%,40.3%,44.0%
Value,2020-05-06 02:53:58,6,27,6,33,150332,1059,56,4,14612,250,6.3%,40.3%,44.0%
Value,2020-05-06 02:55:27,6,27,6,125,150332,1056,53,2,14618,247,6.3%,40.3%,44.0%
Value,2020-05-06 02:56:55,7,27,7,95,150332,1056,59,4,14629,245,3.7%,40.3%,44.0%
Value,2020-05-06 02:58:22,6,27,7,652,150332,1077,63,5,14628,242,3.9%,40.4%,44.0%
Value,2020-05-06 02:59:54,8,27,7,41,150332,1076,64,4,14625,233,4.8%,40.3%,44.0%
Value,2020-05-06 03:01:24,8,27,7,5989,150332,1115,65,10,14658,254,5.0%,40.3%,44.0%
Value,2020-05-06 03:02:54,7,27,7,4375,150332,1257,62,13,14686,267,5.6%,40.3%,44.0%
Value,2020-05-06 03:04:25,6,27,7,351,150332,1188,61,8,14690,246,6.6%,40.3%,44.0%
Value,2020-05-06 03:05:55,7,27,7,353,150332,1177,63,9,14710,255,4.3%,40.3%,44.0%
Value,2020-05-06 03:07:27,7,20,7,679,150332,1177,57,3,14713,239,3.8%,40.3%,44.0%
Value,2020-05-06 03:08:55,8,20,7,333,150332,1172,59,1,14744,252,4.9%,40.3%,44.0%
Value,2020-05-06 03:10:24,7,20,7,744,150332,1168,61,1,14759,251,4.9%,40.3%,44.0%
Value,2020-05-06 03:11:57,8,20,7,87,150332,1188,68,9,14785,258,4.8%,40.3%,44.0%
Value,2020-05-06 03:13:26,6,20,7,47,150332,1181,66,14,14790,267,4.4%,40.3%,44.0%
Value,2020-05-06 03:14:55,7,20,7,670,150332,1211,66,12,14781,248,5.4%,40.3%,44.0%
Value,2020-05-06 03:16:26,7,20,7,675,150332,1203,64,8,14780,236,4.9%,40.3%,44.0%
Value,2020-05-06 03:17:54,7,20,7,305,150332,1204,66,3,14792,230,5.8%,40.3%,44.0%
Value,2020-05-06 03:19:22,8,20,7,29,150332,1262,64,9,14795,229,6.5%,40.3%,44.0%
Value,2020-05-06 03:20:54,6,20,7,60,150332,1261,66,5,14837,245,6.4%,40.5%,44.0%
Value,2020-05-06 03:22:27,6,20,7,89,150332,1267,64,8,14849,246,4.9%,40.3%,44.0%
Value,2020-05-06 03:24:01,7,20,7,221,150332,1265,70,8,14870,252,4.8%,40.3%,44.0%
Value,2020-05-06 03:25:33,7,20,7,42,150332,1247,63,8,14872,247,7.3%,40.3%,44.0%
Value,2020-05-06 03:27:04,9,20,7,59,150332,1242,58,4,14872,226,7.5%,40.3%,44.0%
Value,2020-05-06 03:28:33,9,20,7,51,150332,1245,59,3,14896,244,10.4%,40.3%,44.0%
Value,2020-05-06 03:30:02,10,13,7,348,78907,828,65,2,14918,246,4.2%,40.3%,44.0%
Value,2020-05-06 03:31:33,10,13,7,55,78907,810,64,3,14939,252,2.8%,40.3%,44.0%
Value,2020-05-06 03:33:06,10,13,7,348,78907,810,64,6,14944,237,6.9%,40.3%,44.0%
Value,2020-05-06 03:34:37,11,13,7,340,78907,814,54,5,14938,226,6.0%,40.3%,44.0%
Value,2020-05-06 03:36:08,10,13,7,47,78907,806,49,3,14955,232,5.7%,40.3%,44.0%
Value,2020-05-06 03:37:40,9,13,7,424,18437,595,50,3,14975,245,5.4%,40.3%,44.0%
Value,2020-05-06 03:39:10,10,13,7,344,18437,583,56,3,14992,243,4.9%,40.5%,44.0%
Value,2020-05-06 03:40:40,9,13,7,44,18437,558,62,4,15004,241,5.4%,40.3%,44.0%
Value,2020-05-06 03:42:10,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.2%,40.3%,44.0%
Value,2020-05-06 03:43:41,14,15,7,103,18437,524,59,19,15025,266,5.6%,40.3%,44.0%
Value,2020-05-06 03:45:14,10,15,7,47,18437,486,62,13,15028,252,4.7%,40.5%,44.0%
Value,2020-05-06 03:46:45,10,15,8,66,18437,481,66,10,15051,259,3.3%,40.3%,44.0%
Value,2020-05-06 03:48:17,10,15,8,182,18437,485,65,5,15069,255,3.7%,40.3%,44.0%
Value,2020-05-06 03:49:50,10,15,8,44,18437,478,70,8,15106,266,8.6%,40.3%,44.0%
Value,2020-05-06 03:51:23,11,15,8,293,18437,485,64,6,15116,258,5.4%,40.3%,44.0%
Value,2020-05-06 03:52:53,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.5%,40.3%,44.0%
Value,2020-05-06 03:54:27,9,15,8,62,18437,472,68,4,15155,259,4.0%,40.3%,44.0%
Value,2020-05-06 03:55:56,9,15,8,142,18437,478,64,3,15159,257,5.3%,40.4%,44.0%
Value,2020-05-06 03:57:25,10,15,8,44,18437,470,66,4,15149,245,5.3%,40.3%,44.0%
Value,2020-05-06 03:58:55,11,15,8,115,18437,461,65,4,15169,244,5.4%,40.3%,44.0%
Value,2020-05-06 04:00:28,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,3.9%,40.3%,44.0%
Value,2020-05-06 04:01:58,6,15,8,465,11768,292,67,4,15182,244,4.2%,40.3%,44.0%
Value,2020-05-06 04:03:28,4,15,8,74,11768,286,68,14,15212,264,3.0%,40.3%,44.0%
Value,2020-05-06 04:04:56,4,15,8,40,11768,275,61,10,15233,267,4.2%,40.3%,44.0%
Value,2020-05-06 04:06:24,4,15,8,72,11768,271,59,10,15238,256,4.8%,40.3%,44.0%
Value,2020-05-06 04:07:52,6,15,8,366,11768,267,62,5,15254,244,4.8%,40.3%,44.0%
Value,2020-05-06 04:09:22,4,15,8,869,11768,281,62,4,15277,265,6.2%,40.3%,44.0%
Value,2020-05-06 04:10:51,4,15,8,3667,21627,315,57,4,15308,273,4.6%,40.4%,44.0%
Value,2020-05-06 04:12:18,5,16,8,1393,31698,458,66,6,15355,291,5.8%,40.3%,44.0%
Value,2020-05-06 04:13:50,5,16,8,529,31698,477,62,20,15344,291,4.6%,40.3%,44.0%
Value,2020-05-06 04:15:18,5,16,8,551,31698,485,63,14,15346,280,5.5%,40.3%,44.0%
Value,2020-05-06 04:16:46,6,16,8,110,31698,475,59,14,15339,257,5.9%,40.4%,44.0%
Value,2020-05-06 04:18:15,4,16,8,40,35659,511,60,6,15353,245,7.7%,40.3%,44.0%
Value,2020-05-06 04:19:47,3,16,8,66,35659,510,61,8,15385,260,5.8%,40.3%,44.0%
Value,2020-05-06 04:21:15,4,16,8,202,35659,509,61,6,15400,265,8.5%,40.3%,44.0%
Value,2020-05-06 04:22:45,4,16,8,64,35659,509,61,13,15426,285,3.7%,40.3%,44.0%
Value,2020-05-06 04:24:14,6,16,8,83,35659,508,60,9,15435,281,6.0%,40.3%,44.0%
Value,2020-05-06 04:25:42,4,16,7,184,35659,512,60,8,15442,279,3.7%,40.3%,44.0%
Value,2020-05-06 04:27:12,5,16,7,895,35659,523,57,9,15421,257,5.8%,40.3%,44.0%
Value,2020-05-06 04:28:40,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.0%,40.3%,44.0%
Value,2020-05-06 04:30:10,0.0%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,7.0%,40.3%,44.0%
Value,2020-05-06 07:44:03,9,19,7,1066,39911,1069,76,16,17267,493,9.9%,40.5%,44.0%
Value,2020-05-06 07:45:26,8,19,8,773,39911,1078,70,11,17301,525,8.1%,40.4%,44.0%
Value,2020-05-06 07:46:49,8,19,8,1771,39911,1132,75,11,17299,515,5.4%,40.4%,44.0%
Value,2020-05-06 07:48:12,6,19,8,179,39911,1113,72,8,17276,477,3.3%,40.4%,44.0%
Value,2020-05-06 07:49:36,9,19,8,417,39911,1120,70,7,17349,537,5.6%,40.4%,44.0%
Value,2020-05-06 07:51:02,7,19,8,265,39911,1127,67,7,17352,524,4.6%,40.4%,44.0%
Value,2020-05-06 07:52:27,8,19,8,675,39911,1182,48,9,17335,517,6.7%,40.4%,44.0%
Value,2020-05-06 07:53:51,5,19,8,4986,39911,1303,34,11,17320,504,4.4%,40.4%,44.0%
Value,2020-05-06 07:55:17,4,19,8,188,39911,1324,23,18,17320,523,10.0%,40.5%,44.9%
Value,2020-05-06 07:56:42,11,19,8,735,39911,1335,20,18,17336,525,4.4%,40.6%,44.9%
Value,2020-05-06 07:58:09,15,19,8,2342,39911,1361,18,15,17404,571,7.9%,40.5%,44.9%
Value,2020-05-06 07:59:34,12,19,8,2489,39911,1390,15,8,17442,602,6.0%,40.5%,44.9%
Value,2020-05-06 08:00:56,10,19,8,4522,39911,1497,13,9,17404,550,4.3%,40.5%,44.9%
Value,2020-05-06 08:02:19,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Off,Enabled,Non-inline,9.7%,40.5%,44.9%
Value,2020-05-06 08:03:44,13,19,8,474,39911,1360,10,8,17433,565,5.3%,40.4%,44.9%
Value,2020-05-06 08:05:06,12,19,8,553,39911,1364,13,9,17495,604,5.2%,40.4%,44.9%
Value,2020-05-06 08:06:32,10,19,8,279,39911,1369,16,15,17533,630,6.3%,40.4%,44.9%
Value,2020-05-06 08:07:56,16,23,8,2344,39911,1418,20,20,17673,759,5.2%,40.5%,44.9%
Value,2020-05-06 08:09:24,13,23,8,13473,78162,1607,30,29,17764,840,6.5%,40.5%,44.9%
Value,2020-05-06 08:10:46,14,23,8,2544,78162,1683,30,24,17792,847,6.6%,40.4%,44.9%
Value,2020-05-06 08:12:11,18,23,9,1811,78162,1681,27,20,17776,813,11.7%,40.4%,44.9%
Value,2020-05-06 08:13:36,18,36,9,859,78162,1683,30,18,17765,794,8.3%,40.4%,44.9%
Value,2020-05-06 08:15:04,17,36,9,3994,78162,1804,32,19,17807,817,9.1%,40.4%,44.9%
Value,2020-05-06 08:16:38,14,36,9,1098,78162,1775,39,39,17886,904,7.9%,40.4%,44.9%
Value,2020-05-06 08:18:05,14,36,9,1925,78162,1809,23,36,17878,900,12.1%,40.4%,44.9%
Value,2020-05-06 08:19:36,14,36,9,3540,78162,1840,28,31,17965,960,19.5%,40.4%,44.7%
Value,2020-05-06 08:21:05,15,36,10,2294,78162,1784,32,23,17989,961,7.4%,40.6%,44.9%
Value,2020-05-06 08:22:30,18,36,10,3836,78162,1818,43,23,18095,1045,9.1%,40.5%,44.9%
Value,2020-05-06 08:24:03,20,36,10,11603,78162,2124,38,30,18134,1087,11.2%,40.5%,44.9%
Value,2020-05-06 08:25:31,22,36,11,6226,78162,2150,41,33,18277,1196,9.7%,40.5%,44.9%
Value,2020-05-06 08:27:03,20,36,11,9988,78162,2482,45,32,18479,1383,11.3%,40.5%,44.9%
Value,2020-05-06 08:28:33,6.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,8.9%,40.5%,44.9%
Value,2020-05-06 08:30:03,18,36,12,26821,127849,3024,42,31,18501,1395,11.0%,40.5%,44.9%
Value,2020-05-06 08:31:37,18,36,12,2758,127849,3016,32,37,18489,1375,8.4%,40.5%,44.9%
Value,2020-05-06 08:33:07,21,36,12,11848,127849,3262,39,20,18485,1338,9.2%,40.5%,44.9%
Value,2020-05-06 08:34:42,18,36,12,4507,127849,3142,34,20,18630,1472,7.4%,40.5%,44.9%
Value,2020-05-06 08:36:12,22,36,13,4501,127849,3223,46,18,18738,1561,10.4%,40.5%,44.9%
Value,2020-05-06 08:37:41,25,36,13,2614,127849,3140,51,35,18818,1639,13.2%,40.5%,44.9%
Value,2020-05-06 08:39:17,22,36,14,5567,127849,3235,69,55,18946,1742,10.3%,40.5%,44.9%
Value,2020-05-06 08:40:44,20,36,14,5015,127849,3402,44,46,18772,1567,9.5%,40.5%,44.0%
Value,2020-05-06 08:42:15,35,60,14,9503,127849,3545,67,41,18981,1737,10.2%,40.5%,44.0%
Value,2020-05-06 08:43:39,24,60,15,9290,127849,3793,53,40,19022,1761,7.7%,40.6%,44.0%
Value,2020-05-06 08:45:10,23,60,15,7075,127849,3977,56,35,18982,1719,5.8%,40.6%,44.0%
Value,2020-05-06 08:46:42,29,60,16,22830,127849,4653,48,68,19083,1836,8.7%,40.5%,44.0%
Value,2020-05-06 08:48:13,34,60,17,14593,127849,4902,47,65,19161,1918,12.7%,40.6%,44.0%
Value,2020-05-06 08:49:39,32,60,17,13467,127849,5129,32,65,19145,1906,15.3%,40.6%,44.8%
Value,2020-05-06 08:51:08,26,60,18,11587,127849,5473,57,46,19241,1950,9.1%,40.6%,44.9%
Value,2020-05-06 08:52:34,31,60,18,16043,127849,5802,75,52,19352,2039,10.9%,40.6%,44.9%
Value,2020-05-06 08:54:04,22,60,19,12525,127849,6067,64,49,19426,2097,15.4%,40.6%,44.9%
Value,2020-05-06 08:55:31,27,60,19,9490,127849,6167,71,62,19582,2260,10.0%,40.6%,44.0%
Value,2020-05-06 08:57:01,29,60,20,10489,127849,6477,68,53,19561,2221,8.2%,40.6%,44.0%
Value,2020-05-06 08:58:34,40,60,20,6417,127849,6585,63,48,19629,2263,10.1%,40.6%,44.0%
Value,2020-05-06 09:00:02,31,60,21,11650,127849,6842,61,44,19666,2287,9.5%,40.6%,44.0%
Value,2020-05-06 09:01:31,27,60,21,3757,127849,6864,60,34,19710,2303,10.3%,40.7%,44.0%
Value,2020-05-06 09:03:02,27,60,21,13398,127849,7167,58,42,19836,2435,10.2%,40.6%,44.0%
Value,2020-05-06 09:04:29,26,60,22,11416,127849,7361,60,44,19915,2510,9.8%,40.6%,44.0%
Value,2020-05-06 09:05:57,31,60,22,20196,127849,8007,72,52,20011,2591,11.8%,40.6%,44.0%
Value,2020-05-06 09:07:23,38,60,23,14881,127849,8207,69,55,19918,2506,11.9%,40.6%,44.0%
Value,2020-05-06 09:08:48,35,60,23,6808,127849,8029,75,46,19851,2410,9.4%,40.6%,44.0%
Value,2020-05-06 09:10:16,13.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,8.0%,40.7%,44.0%
Value,2020-05-06 09:11:42,41,60,25,56863,242446,10243,52,35,19896,2453,13.1%,40.7%,44.0%
Value,2020-05-06 09:13:09,35,60,25,41141,242446,9913,72,40,19963,2477,7.0%,40.7%,44.0%
Value,2020-05-06 09:14:34,11.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,9.8%,40.7%,44.3%
Value,2020-05-06 09:16:01,32,60,25,6799,242446,10386,61,38,20136,2645,11.1%,40.7%,44.9%
Value,2020-05-06 09:17:25,29,60,26,7998,242446,10531,63,42,20192,2683,10.3%,40.7%,44.9%
Value,2020-05-06 09:18:51,30,60,26,7478,242446,10668,56,40,20076,2558,9.0%,40.7%,44.9%
Value,2020-05-06 09:20:16,32,60,26,8924,242446,10771,63,42,20035,2514,9.9%,40.7%,44.1%
Value,2020-05-06 09:21:40,30,60,27,8099,242446,10987,63,38,19944,2416,7.5%,40.7%,44.1%
Value,2020-05-06 09:23:06,41,61,27,24881,242446,11359,63,36,19978,2421,8.7%,40.8%,44.1%
Value,2020-05-06 09:24:31,24,61,27,4555,242446,11162,45,33,19935,2367,9.6%,40.7%,44.1%
Value,2020-05-06 09:25:56,32,61,28,7164,242446,11111,46,22,20170,2572,9.6%,40.8%,44.1%
Value,2020-05-06 09:27:22,38,61,28,9206,242446,11173,49,15,20139,2518,8.0%,40.7%,44.1%
Value,2020-05-06 09:28:45,11.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,10.6%,40.7%,44.1%
Value,2020-05-06 09:30:10,25,61,28,9087,242446,10810,88,37,20329,2698,10.2%,40.8%,44.1%
Value,2020-05-06 09:31:35,26,61,29,5130,242446,10855,72,38,20449,2819,7.3%,40.7%,44.1%
Value,2020-05-06 09:32:58,30,61,29,6921,242446,10856,96,38,20388,2726,11.0%,40.7%,44.1%
Value,2020-05-06 09:34:23,34,61,29,8673,242446,10903,96,43,20356,2693,12.4%,40.7%,44.1%
Value,2020-05-06 09:35:48,39,61,30,8596,242446,10976,82,46,20419,2746,10.0%,40.7%,44.1%
Value,2020-05-06 09:37:14,25,61,30,3771,242446,11188,70,51,20441,2745,9.1%,40.8%,44.1%
Value,2020-05-06 09:38:39,30,61,30,7498,242446,11719,62,52,20365,2656,13.7%,40.9%,44.1%
Value,2020-05-06 09:40:05,25,61,30,4600,242446,11935,66,56,20331,2617,6.9%,40.7%,44.1%
Value,2020-05-06 09:41:27,30,61,30,7182,242446,11987,73,56,20354,2641,12.1%,40.7%,44.1%
Value,2020-05-06 09:42:52,20,61,30,6321,242446,11924,63,52,20414,2678,11.0%,40.7%,44.1%
Value,2020-05-06 09:44:16,24,61,30,5241,242446,11795,94,62,20576,2794,9.1%,40.7%,44.1%
