,TimeStamp,Average in last minute(Transactions per Second),Maximum in last hour(Transactions per Second),Average in last hour(Transactions per Second),Average in last minute(Bandwidth),Maximum in last hour(Bandwidth),Average in last hour(Bandwidth),Current idle client connections,Current idle server connections,Current total client connections,Current total server connections,CPU,RAM,Reporting/LoggingDisk
Value,2020-05-14 00:52:11,5,24,5,381,16953,533,7,6,1035,608,3.0%,43.2%,52.0%
Value,2020-05-14 00:53:09,5,24,5,318,16953,536,9,4,1029,597,4.0%,43.2%,52.0%
Value,2020-05-14 00:54:06,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.9%,43.2%,52.0%
Value,2020-05-14 00:55:02,4,24,5,159,16953,527,4,6,1049,624,3.8%,43.2%,52.0%
Value,2020-05-14 00:56:00,5,24,5,536,16953,538,4,6,1026,600,4.8%,43.2%,52.0%
Value,2020-05-14 00:56:59,4,24,5,41,16953,529,3,5,1020,594,5.9%,43.3%,52.0%
Value,2020-05-14 00:57:56,5,24,5,660,16953,534,5,5,1030,602,8.8%,43.2%,52.0%
Value,2020-05-14 00:58:56,5,24,5,45,16953,531,6,6,1028,600,10.8%,43.3%,52.1%
Value,2020-05-14 00:59:57,6,24,5,693,16953,513,6,5,1025,597,10.3%,43.2%,52.1%
Value,2020-05-14 01:00:57,6,24,5,1097,16953,533,8,5,1028,599,4.1%,43.2%,52.2%
Value,2020-05-14 01:02:06,7,24,5,3251,16953,601,8,5,1024,595,13.0%,43.2%,52.2%
Value,2020-05-14 01:03:13,5,24,5,11314,53134,783,7,5,1027,599,11.2%,43.3%,52.2%
Value,2020-05-14 01:04:24,7,24,5,18437,110186,1053,10,8,1015,588,13.7%,43.2%,52.3%
Value,2020-05-14 01:05:33,5,24,5,67,110186,1042,8,8,1019,593,19.4%,43.2%,52.3%
Value,2020-05-14 01:06:40,5,24,5,730,110186,1051,11,8,1035,608,8.3%,43.2%,52.4%
Value,2020-05-14 01:07:43,7,24,5,93,110186,1042,8,8,1010,586,8.2%,43.2%,52.4%
Value,2020-05-14 01:08:49,4,24,5,42,110186,1036,7,5,1024,596,6.4%,43.2%,52.5%
Value,2020-05-14 01:09:52,5,24,5,394,110186,1046,12,3,1036,601,10.9%,43.2%,52.5%
Value,2020-05-14 01:10:55,5,24,5,1344,110186,1051,13,2,1030,596,8.1%,43.2%,52.6%
Value,2020-05-14 01:11:56,5,24,5,111,110186,1030,11,2,1012,581,6.8%,43.2%,52.6%
Value,2020-05-14 01:12:56,6,24,5,146,110186,933,10,2,1013,582,7.1%,43.2%,52.6%
Value,2020-05-14 01:13:59,6,24,5,403,110186,917,13,3,1014,583,6.7%,43.2%,52.7%
Value,2020-05-14 01:14:59,5,24,5,396,110186,912,12,3,1014,581,5.5%,43.2%,52.7%
Value,2020-05-14 01:16:00,5,24,5,1062,110186,928,13,5,997,563,6.1%,43.2%,52.7%
Value,2020-05-14 01:16:59,6,24,5,845,110186,936,12,7,1001,571,6.5%,43.2%,52.8%
Value,2020-05-14 01:17:58,7,24,5,1230,110186,959,11,6,990,562,6.8%,43.3%,52.8%
Value,2020-05-14 01:18:58,5,24,5,366,110186,952,12,7,1002,572,5.1%,43.3%,52.9%
Value,2020-05-14 01:19:58,5,24,5,712,110186,963,13,7,1001,571,5.5%,43.3%,52.9%
Value,2020-05-14 01:20:56,5,24,5,370,110186,954,14,8,1024,595,4.6%,43.3%,52.9%
Value,2020-05-14 01:21:54,8,24,5,759,110186,967,14,7,1017,586,6.1%,43.3%,52.9%
Value,2020-05-14 01:22:52,7,24,5,378,110186,943,12,7,1013,583,11.1%,43.3%,52.5%
Value,2020-05-14 01:23:49,7,14,5,1041,110186,961,14,8,993,563,8.5%,43.3%,52.8%
Value,2020-05-14 01:24:47,8,12,5,425,110186,945,14,7,990,559,4.2%,43.3%,52.8%
Value,2020-05-14 01:25:45,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.0%,43.3%,52.8%
Value,2020-05-14 01:26:42,7,12,5,1371,110186,976,16,6,982,550,5.3%,43.3%,52.8%
Value,2020-05-14 01:27:40,7,12,5,429,110186,955,11,5,974,544,5.1%,43.3%,52.8%
Value,2020-05-14 01:28:39,8,12,5,410,110186,959,10,5,982,555,5.3%,43.3%,52.8%
Value,2020-05-14 01:29:37,7,12,6,53,110186,953,8,5,980,551,5.4%,43.3%,52.8%
Value,2020-05-14 01:30:36,7,12,6,796,110186,950,11,5,974,543,5.2%,43.3%,52.8%
Value,2020-05-14 01:31:37,9,12,6,241,110186,947,17,6,996,566,6.0%,43.3%,52.8%
Value,2020-05-14 01:32:35,6,12,6,68,110186,947,7,6,967,541,7.1%,43.4%,52.0%
Value,2020-05-14 01:33:35,4,12,6,360,110186,952,10,10,989,567,6.4%,43.3%,52.0%
Value,2020-05-14 01:34:35,5,12,6,17616,110186,1243,9,10,980,557,3.3%,43.3%,52.0%
Value,2020-05-14 01:35:34,6,12,6,212,110186,1245,7,12,950,530,10.1%,43.3%,52.0%
Value,2020-05-14 01:36:35,7,12,6,379,110186,1250,11,9,971,546,4.2%,43.3%,52.0%
Value,2020-05-14 01:37:33,4,12,6,398,110186,1255,10,9,992,569,4.2%,43.3%,52.0%
Value,2020-05-14 01:38:32,5,12,6,2167,110186,1286,13,2,967,533,4.4%,43.3%,52.0%
Value,2020-05-14 01:39:31,9,14,6,3041,110186,1334,16,3,994,558,5.1%,43.3%,52.0%
Value,2020-05-14 01:40:30,5,14,6,521,110186,1340,10,3,969,538,6.7%,43.3%,52.0%
Value,2020-05-14 01:41:29,4,14,6,697,110186,1351,17,7,974,544,7.3%,43.3%,52.0%
Value,2020-05-14 01:42:28,5,14,6,435,110186,1357,27,10,971,534,7.5%,43.3%,52.0%
Value,2020-05-14 01:43:26,4,14,6,2676,110186,1403,31,8,977,537,12.4%,43.3%,52.0%
Value,2020-05-14 01:44:24,6,14,6,75,110186,1398,32,7,952,508,4.8%,43.3%,52.0%
Value,2020-05-14 01:45:26,5,14,6,1860,110186,1451,23,20,954,527,3.3%,43.3%,52.0%
Value,2020-05-14 01:46:27,7,14,6,1850,110186,1459,23,15,972,540,3.8%,43.3%,52.0%
Value,2020-05-14 01:47:27,5,14,6,1388,110186,1470,7,13,924,506,3.7%,43.3%,52.0%
Value,2020-05-14 01:48:27,5,14,6,981,110186,1484,8,13,930,511,4.2%,43.4%,52.0%
Value,2020-05-14 01:49:25,3,14,6,191,110186,1475,10,10,942,517,3.7%,43.3%,52.0%
Value,2020-05-14 01:50:25,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,4.1%,43.3%,52.0%
Value,2020-05-14 01:51:27,3,14,6,699,110186,1470,10,5,923,494,3.6%,43.3%,52.0%
Value,2020-05-14 01:52:25,5,14,6,135,110186,1460,9,9,944,519,4.3%,43.5%,52.0%
Value,2020-05-14 01:53:24,5,14,6,778,110186,1472,12,9,970,544,7.9%,43.3%,52.8%
Value,2020-05-14 01:54:23,9,14,6,695,110186,1483,11,6,962,535,5.4%,43.3%,52.8%
Value,2020-05-14 01:55:21,5,14,6,1099,110186,1495,9,6,922,496,6.2%,43.3%,52.8%
Value,2020-05-14 01:56:18,4,14,6,816,110186,1508,11,6,931,502,3.3%,43.3%,52.8%
Value,2020-05-14 01:57:15,4,14,6,52,110186,1502,6,5,923,497,3.5%,43.3%,52.8%
Value,2020-05-14 01:58:12,7,16,6,639,110186,1509,8,5,940,511,4.4%,43.3%,52.8%
Value,2020-05-14 01:59:10,7,16,6,134,110186,1499,13,9,948,520,7.6%,43.3%,52.8%
Value,2020-05-14 02:00:09,10,18,6,1142,110186,1511,20,9,966,528,4.6%,43.2%,52.8%
Value,2020-05-14 02:01:07,3.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.0%,43.3%,52.8%
Value,2020-05-14 02:02:09,10,18,6,497,110186,1435,31,9,973,524,4.5%,43.3%,52.8%
Value,2020-05-14 02:03:07,9,18,6,106,110186,1268,35,11,977,526,5.4%,43.3%,52.8%
Value,2020-05-14 02:04:07,8,18,6,91,99138,962,37,11,973,520,4.7%,43.3%,52.8%
Value,2020-05-14 02:05:05,3,18,6,67,99138,962,36,7,966,510,4.8%,43.3%,52.8%
Value,2020-05-14 02:06:02,3,18,6,73,99138,951,41,7,958,498,5.6%,43.3%,52.8%
Value,2020-05-14 02:06:58,5,18,6,214,99138,955,40,5,942,482,3.5%,43.3%,52.8%
Value,2020-05-14 02:07:57,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.0%,43.3%,52.8%
Value,2020-05-14 02:08:55,5,18,6,461,99138,961,35,5,966,508,5.3%,43.3%,52.8%
Value,2020-05-14 02:09:53,4,18,6,471,99138,945,37,6,979,519,5.5%,43.3%,52.8%
Value,2020-05-14 02:10:52,2,18,6,277,99138,944,41,8,972,509,4.1%,43.3%,52.8%
Value,2020-05-14 02:11:53,2,18,6,394,99138,952,42,8,963,501,10.1%,42.6%,52.8%
Value,2020-05-14 02:12:51,3,18,6,539,99138,962,46,6,972,505,4.5%,43.2%,52.0%
Value,2020-05-14 02:13:50,7,18,6,1755,99138,992,42,5,973,508,5.6%,43.2%,52.0%
Value,2020-05-14 02:14:48,3,18,6,1020,99138,989,42,17,980,527,6.0%,43.2%,52.0%
Value,2020-05-14 02:15:46,3,18,6,118,99138,959,39,18,974,526,6.6%,43.2%,52.0%
Value,2020-05-14 02:16:45,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,7.4%,43.3%,52.0%
Value,2020-05-14 02:17:45,3,18,6,68,99138,931,36,15,960,511,17.6%,43.2%,52.8%
Value,2020-05-14 02:18:42,2,18,6,771,99138,945,37,12,972,518,3.6%,43.2%,52.8%
Value,2020-05-14 02:19:38,2,18,6,42,99138,932,38,3,965,502,3.6%,43.4%,52.8%
Value,2020-05-14 02:20:36,3,18,6,592,99138,941,37,2,966,502,5.4%,43.2%,52.8%
Value,2020-05-14 02:21:33,1.67%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,2.8%,43.2%,52.8%
Value,2020-05-14 02:22:30,2,18,5,491,99138,932,42,5,935,470,4.6%,43.2%,52.0%
Value,2020-05-14 02:23:27,2,18,5,167,99138,918,41,5,939,475,5.9%,43.2%,52.0%
Value,2020-05-14 02:24:26,3,18,5,228,99138,914,45,8,946,484,7.7%,43.2%,52.0%
Value,2020-05-14 02:25:26,4,18,5,239,99138,905,41,9,942,487,4.4%,43.2%,52.0%
Value,2020-05-14 02:26:23,5,18,5,134,99138,884,42,7,948,488,4.2%,43.2%,52.0%
Value,2020-05-14 02:27:20,6,18,5,93,99138,884,41,6,943,484,6.0%,43.2%,52.0%
Value,2020-05-14 02:28:17,6,18,5,139,99138,880,26,8,927,481,7.5%,43.2%,52.0%
Value,2020-05-14 02:29:14,5,18,5,624,99138,891,32,5,937,480,4.2%,43.2%,52.0%
Value,2020-05-14 02:30:14,6,18,5,106,99138,878,32,5,943,488,4.8%,43.2%,52.0%
Value,2020-05-14 02:31:11,5,18,5,587,99138,889,34,3,945,487,3.8%,43.2%,52.0%
Value,2020-05-14 02:32:08,5,18,5,676,99138,896,37,4,956,499,5.6%,43.2%,52.0%
Value,2020-05-14 02:33:06,6,18,5,149,99138,890,42,3,938,475,3.7%,43.2%,52.0%
Value,2020-05-14 02:34:04,5,18,5,79,12266,597,45,3,948,482,4.5%,43.2%,52.0%
Value,2020-05-14 02:35:00,7,18,5,228,12266,598,49,3,975,508,6.0%,43.2%,52.0%
Value,2020-05-14 02:35:58,4,18,5,439,12266,602,40,3,955,491,7.9%,43.2%,52.0%
Value,2020-05-14 02:36:56,4,18,5,141,12266,593,37,3,949,489,6.0%,43.2%,52.0%
Value,2020-05-14 02:37:54,3,18,5,575,11680,574,38,5,949,490,5.8%,43.2%,52.0%
Value,2020-05-14 02:38:51,2,18,5,254,11680,522,39,4,953,493,6.1%,43.2%,52.0%
Value,2020-05-14 02:39:49,3,18,5,223,11680,517,44,4,959,493,7.9%,43.2%,52.0%
Value,2020-05-14 02:40:46,3,18,5,125,11680,506,44,3,946,481,3.6%,43.2%,52.0%
Value,2020-05-14 02:41:45,2,18,5,39,11680,493,40,4,960,498,4.3%,43.2%,52.0%
Value,2020-05-14 02:42:42,2,18,5,227,10683,460,40,3,978,515,5.3%,43.2%,52.0%
Value,2020-05-14 02:43:41,3,18,5,76,5849,428,39,3,964,502,8.6%,43.2%,52.0%
Value,2020-05-14 02:44:39,3,18,5,198,5849,430,37,2,953,488,4.4%,43.3%,52.0%
Value,2020-05-14 02:45:36,2,18,5,279,5849,423,39,4,961,501,5.0%,43.2%,52.0%
Value,2020-05-14 02:46:35,2,18,4,144,5849,405,36,5,956,498,5.2%,43.2%,52.0%
Value,2020-05-14 02:47:35,2,18,4,56,5849,383,35,3,953,493,5.4%,43.2%,52.0%
Value,2020-05-14 02:48:33,2,18,4,252,5849,371,34,4,964,505,6.3%,43.2%,52.8%
Value,2020-05-14 02:49:30,2,18,4,77,5849,365,35,4,962,503,2.9%,43.3%,52.8%
Value,2020-05-14 02:50:29,2,18,4,59,5849,358,35,3,954,494,2.9%,43.2%,52.8%
Value,2020-05-14 02:51:27,2,18,4,165,5849,355,33,2,959,500,3.4%,43.2%,52.8%
Value,2020-05-14 02:52:24,4,18,4,140,5849,355,46,3,991,523,4.8%,43.2%,52.8%
Value,2020-05-14 02:53:24,4,18,4,634,5849,352,47,7,981,517,4.9%,43.2%,52.0%
Value,2020-05-14 02:54:22,3,18,4,800,5849,352,45,8,979,516,7.8%,43.2%,52.0%
Value,2020-05-14 02:55:20,4,18,4,399,5849,337,47,7,976,510,2.7%,43.2%,52.0%
Value,2020-05-14 02:56:17,2,18,4,213,5849,333,37,6,948,489,3.4%,43.2%,52.0%
Value,2020-05-14 02:57:14,1,18,4,517,5849,334,32,5,951,495,5.0%,43.2%,52.0%
Value,2020-05-14 02:58:12,3,18,4,5511,6028,449,34,3,953,495,5.7%,43.2%,52.0%
Value,2020-05-14 02:59:10,5,16,4,2356,6028,475,35,3,950,491,6.0%,43.2%,52.0%
Value,2020-05-14 03:00:07,2,16,4,150,6028,443,28,2,924,471,6.2%,43.2%,52.0%
Value,2020-05-14 03:01:03,1,16,4,60,6028,426,24,3,930,483,8.3%,43.2%,52.0%
Value,2020-05-14 03:02:00,1,16,4,112,6028,420,16,3,920,480,3.2%,43.2%,52.0%
Value,2020-05-14 03:02:57,1,16,3,59,6028,419,9,4,911,479,4.4%,43.2%,52.0%
Value,2020-05-14 03:03:54,1,16,3,96,6028,420,6,6,898,471,4.8%,43.2%,52.0%
Value,2020-05-14 03:04:51,2,16,3,85,6028,420,7,6,915,487,5.9%,43.2%,52.0%
Value,2020-05-14 03:05:48,1,16,3,141,6028,421,5,7,910,484,6.1%,43.2%,52.0%
Value,2020-05-14 03:06:46,2,16,3,161,6028,422,3,9,913,490,8.2%,43.2%,52.0%
Value,2020-05-14 03:07:43,1,16,3,96,6028,415,4,9,923,499,2.2%,43.2%,52.0%
Value,2020-05-14 03:08:43,1,16,3,50,6028,414,4,5,913,487,2.4%,43.2%,52.0%
Value,2020-05-14 03:09:42,2,16,3,511,6028,420,2,5,905,480,3.5%,43.2%,52.0%
Value,2020-05-14 03:10:40,1,16,3,57,6028,405,2,3,904,477,3.9%,43.2%,52.0%
Value,2020-05-14 03:11:39,3,16,3,34,6028,405,2,2,903,473,5.1%,43.2%,52.0%
Value,2020-05-14 03:12:39,4,16,3,777,6028,409,3,2,911,482,5.5%,43.2%,52.0%
Value,2020-05-14 03:13:36,6,11,3,73,6028,389,4,3,908,479,6.1%,43.3%,52.8%
Value,2020-05-14 03:14:34,8,13,3,7799,17985,502,5,4,920,490,6.3%,43.3%,52.8%
Value,2020-05-14 03:15:31,8,14,3,14987,20551,750,8,8,910,484,6.2%,43.3%,52.8%
Value,2020-05-14 03:16:29,3,14,3,8121,20551,894,4,8,905,482,5.7%,43.3%,52.8%
Value,2020-05-14 03:17:26,3,14,3,4395,20551,950,4,10,899,477,3.4%,43.3%,52.8%
Value,2020-05-14 03:18:23,3,14,3,72,20551,920,2,9,894,472,4.4%,43.3%,52.0%
Value,2020-05-14 03:19:21,3,14,3,4674,20551,997,3,11,899,479,4.8%,43.3%,52.0%
Value,2020-05-14 03:20:19,3,14,3,6439,20551,1113,3,11,918,496,6.8%,43.2%,52.0%
Value,2020-05-14 03:21:18,3,14,3,6225,20551,1207,3,8,911,487,7.8%,43.2%,52.0%
Value,2020-05-14 03:22:15,3,14,3,6755,20551,1313,1,5,901,474,4.5%,43.2%,52.0%
Value,2020-05-14 03:23:12,2,14,3,6297,20551,1415,2,8,889,466,4.6%,43.2%,52.0%
Value,2020-05-14 03:24:10,2,14,3,6329,20551,1517,5,9,911,489,6.3%,43.2%,52.0%
Value,2020-05-14 03:25:07,3,14,3,6566,20551,1623,5,8,917,493,3.8%,43.3%,52.0%
Value,2020-05-14 03:26:04,4,14,3,6385,20551,1728,5,4,918,491,5.0%,43.2%,52.0%
Value,2020-05-14 03:27:00,3.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,6.5%,43.2%,52.0%
Value,2020-05-14 03:27:57,4,14,3,6284,20551,1934,3,2,926,497,3.9%,43.2%,52.0%
Value,2020-05-14 03:28:54,3,14,3,6492,20551,2036,4,1,938,509,4.6%,43.2%,52.0%
Value,2020-05-14 03:29:51,3,14,3,6338,20551,2133,5,4,941,513,5.6%,43.2%,52.0%
Value,2020-05-14 03:30:48,4,14,3,6188,20551,2227,5,5,912,483,3.6%,43.2%,52.0%
Value,2020-05-14 03:31:48,2,14,3,6501,20551,2332,7,3,900,469,3.8%,43.2%,52.0%
Value,2020-05-14 03:32:47,3,14,3,6129,20551,2427,5,2,896,465,4.2%,43.2%,52.0%
Value,2020-05-14 03:33:46,3,14,3,6112,20551,2524,4,3,892,463,3.9%,43.2%,52.0%
Value,2020-05-14 03:34:45,2,14,3,6119,20551,2621,5,7,900,474,4.1%,43.3%,52.0%
Value,2020-05-14 03:35:42,4,14,3,6372,20551,2728,5,5,905,477,5.6%,43.2%,52.0%
Value,2020-05-14 03:36:40,3,14,3,6720,20551,2732,9,6,934,507,9.2%,43.3%,52.0%
Value,2020-05-14 03:37:37,3,14,3,6339,20551,2828,9,7,929,503,5.0%,43.2%,52.0%
Value,2020-05-14 03:38:36,3.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.6%,43.3%,52.9%
Value,2020-05-14 03:39:33,3,14,3,6511,20551,3038,8,5,924,495,5.9%,43.2%,52.9%
Value,2020-05-14 03:40:32,3,14,3,6277,20551,3140,6,4,923,494,8.4%,43.2%,52.9%
Value,2020-05-14 03:41:30,4,14,3,6273,20551,3244,7,1,928,496,5.4%,43.3%,52.9%
Value,2020-05-14 03:42:27,5,14,3,6713,20551,3352,10,1,932,501,5.4%,43.4%,52.9%
Value,2020-05-14 03:43:29,6,14,3,4237,20551,3428,7,2,930,500,7.6%,43.2%,52.9%
Value,2020-05-14 03:44:28,6,14,3,3639,20551,3478,10,5,937,508,6.3%,43.3%,52.9%
Value,2020-05-14 03:45:26,3.33%,"'3128': 0, '443': 0, '80': 0, '8000': 0, '8080': 0",0%,Forward,Off,Enabled,5.6%,43.2%,52.9%
Value,2020-05-14 03:46:30,5,14,3,3387,20551,3595,4,4,921,494,6.1%,43.3%,52.9%
Value,2020-05-14 03:47:34,5,14,3,3360,20551,3651,2,4,923,497,5.8%,43.2%,52.9%
Value,2020-05-14 03:48:32,5,14,3,3419,20551,3704,5,2,936,504,4.8%,43.2%,52.0%
Value,2020-05-14 03:49:31,5,14,3,3479,20551,3760,3,3,932,503,4.9%,43.3%,52.0%
Value,2020-05-14 03:50:28,6,14,3,3351,20551,3815,4,3,942,512,5.5%,43.2%,52.0%
Value,2020-05-14 03:51:26,5,14,3,3425,20551,3870,6,3,940,507,5.9%,43.4%,52.0%
Value,2020-05-14 03:52:24,5,14,3,3323,20551,3922,6,5,955,525,7.6%,43.3%,52.0%
Value,2020-05-14 03:53:21,6,14,3,3272,20551,3966,4,5,946,518,5.5%,43.2%,52.0%
Value,2020-05-14 03:54:18,5,14,3,3343,20551,4010,5,5,947,519,6.7%,43.2%,52.0%
Value,2020-05-14 03:55:16,6,14,4,3221,20551,4056,4,3,938,511,7.5%,43.2%,52.0%
Value,2020-05-14 03:56:14,7,14,4,3207,20551,4106,7,4,944,514,2.9%,43.2%,52.0%
Value,2020-05-14 03:57:11,6,14,4,6033,20551,4185,6,3,956,525,3.7%,43.2%,52.0%
Value,2020-05-14 03:58:09,5,14,4,6454,20551,4207,6,3,953,522,4.8%,43.2%,52.0%
Value,2020-05-14 03:59:06,4,14,4,5104,20551,4281,6,5,950,521,3.4%,43.2%,52.0%
Value,2020-05-14 04:00:03,7,14,4,3355,20551,4306,8,6,962,532,4.3%,43.2%,52.0%
Value,2020-05-14 04:01:03,8,14,4,3281,20551,4360,3,6,951,524,4.5%,43.2%,52.0%
Value,2020-05-14 04:02:01,7,14,4,3449,20551,4408,8,6,945,514,4.5%,43.2%,52.0%
Value,2020-05-14 04:03:02,7,14,4,3769,20551,4477,9,5,952,518,5.9%,43.2%,52.0%
Value,2020-05-14 04:03:58,8,14,4,3232,20551,4529,13,11,958,527,7.3%,43.3%,52.9%
Value,2020-05-14 04:04:56,3,14,4,3217,20551,4578,6,10,957,533,3.7%,43.3%,52.9%
